CVE,Code,Severity
CVE-2019-10133,1,6.1 MEDIUM
CVE-2019-10138,1,8.8 HIGH
CVE-2019-10141,1,9.1 CRITICAL
CVE-2019-10142,1,7.8 HIGH
CVE-2019-10143,1,7.0 HIGH
CVE-2019-10146,1,4.7 MEDIUM
CVE-2019-10149,1,9.8 CRITICAL
CVE-2019-10150,1,5.9 MEDIUM
CVE-2019-10152,1,7.2 HIGH
CVE-2019-10153,1,5.0 MEDIUM
CVE-2019-10155,1,3.1 LOW
CVE-2019-10156,1,5.4 MEDIUM
CVE-2019-101562,0,
CVE-2019-10157,1,5.5 MEDIUM
CVE-2019-10158,1,9.8 CRITICAL
CVE-2019-10160,1,9.8 CRITICAL
CVE-2019-10161,1,7.8 HIGH
CVE-2019-10162,1,7.5 HIGH
CVE-2019-10163,1,4.3 MEDIUM
CVE-2019-10164,1,8.8 HIGH
CVE-2019-10166,1,7.8 HIGH
CVE-2019-10167,1,7.8 HIGH
CVE-2019-10168,1,7.8 HIGH
CVE-2019-10170,1,7.2 HIGH
CVE-2019-10171,1,7.5 HIGH
CVE-2019-10172,1,7.5 HIGH
CVE-2019-10173,1,9.8 CRITICAL
CVE-2019-10174,1,8.8 HIGH
CVE-2019-10177,1,6.5 MEDIUM
CVE-2019-10178,1,6.1 MEDIUM
CVE-2019-10179,1,6.1 MEDIUM
CVE-2019-10180,1,4.8 MEDIUM
CVE-2019-10181,1,8.1 HIGH
CVE-2019-10182,1,6.5 MEDIUM
CVE-2019-10183,1,3.3 LOW
CVE-2019-10184,1,7.5 HIGH
CVE-2019-10185,1,8.6 HIGH
CVE-2019-10186,1,8.8 HIGH
CVE-2019-10190,1,7.5 HIGH
CVE-2019-10191,1,7.5 HIGH
CVE-2019-10192,1,7.2 HIGH
CVE-2019-10193,1,7.2 HIGH
CVE-2019-10195,1,6.5 MEDIUM
CVE-2019-10196,1,9.8 CRITICAL
CVE-2019-10197,1,9.1 CRITICAL
CVE-2019-10199,1,8.8 HIGH
CVE-2019-1020001,1,7.5 HIGH
CVE-2019-1020002,1,7.5 HIGH
CVE-2019-1020003,1,5.4 MEDIUM
CVE-2019-1020005,1,5.4 MEDIUM
CVE-2019-1020006,1,6.1 MEDIUM
CVE-2019-1020012,1,7.5 HIGH
CVE-2019-1020013,1,5.3 MEDIUM
CVE-2019-1020014,1,5.5 MEDIUM
CVE-2019-1020019,1,6.1 MEDIUM
CVE-2019-10201,1,8.1 HIGH
CVE-2019-10202,1,9.8 CRITICAL
CVE-2019-10203,1,4.3 MEDIUM
CVE-2019-10206,1,6.5 MEDIUM
CVE-2019-10207,1,5.5 MEDIUM
CVE-2019-10208,1,8.8 HIGH
CVE-2019-10209,1,2.2 LOW
CVE-2019-10210,1,7.0 HIGH
CVE-2019-10212,1,9.8 CRITICAL
CVE-2019-10214,1,5.9 MEDIUM
CVE-2019-10216,1,7.8 HIGH
CVE-2019-10217,1,6.5 MEDIUM
CVE-2019-10218,1,6.5 MEDIUM
CVE-2019-10219,1,6.1 MEDIUM
CVE-2019-10220,1,8.8 HIGH
CVE-2019-10221,1,6.1 MEDIUM
CVE-2019-10222,1,7.5 HIGH
CVE-2019-10223,1,6.5 MEDIUM
CVE-2019-10224,1,4.6 MEDIUM
CVE-2019-10225,1,6.3 MEDIUM
CVE-2019-10226,1,5.4 MEDIUM
CVE-2019-1024,1,7.5 HIGH
CVE-2019-10240,1,8.1 HIGH
CVE-2019-10241,1,6.1 MEDIUM
CVE-2019-10246,1,5.3 MEDIUM
CVE-2019-10247,1,5.3 MEDIUM
CVE-2019-10248,1,8.1 HIGH
CVE-2019-10249,1,8.1 HIGH
CVE-2019-10255,1,6.1 MEDIUM
CVE-2019-10260,1,6.1 MEDIUM
CVE-2019-10269,1,9.8 CRITICAL
CVE-2019-10281,1,8.8 HIGH
CVE-2019-10282,1,8.8 HIGH
CVE-2019-10283,1,8.8 HIGH
CVE-2019-10284,1,8.8 HIGH
CVE-2019-10285,1,8.8 HIGH
CVE-2019-10286,1,8.8 HIGH
CVE-2019-10287,1,8.8 HIGH
CVE-2019-10288,1,8.8 HIGH
CVE-2019-10291,1,8.8 HIGH
CVE-2019-10295,1,8.8 HIGH
CVE-2019-10296,1,8.8 HIGH
CVE-2019-10297,1,8.8 HIGH
CVE-2019-10298,1,8.8 HIGH
CVE-2019-10299,1,8.8 HIGH
CVE-2019-10300,1,8.0 HIGH
CVE-2019-10301,1,8.8 HIGH
CVE-2019-10302,1,8.8 HIGH
CVE-2019-10303,1,8.8 HIGH
CVE-2019-10304,1,6.5 MEDIUM
CVE-2019-10305,1,6.5 MEDIUM
CVE-2019-10306,1,9.9 CRITICAL
CVE-2019-10307,1,6.5 MEDIUM
CVE-2019-10308,1,6.5 MEDIUM
CVE-2019-10309,1,9.3 CRITICAL
CVE-2019-10310,1,8.8 HIGH
CVE-2019-10311,1,8.8 HIGH
CVE-2019-10313,1,8.8 HIGH
CVE-2019-10314,1,5.9 MEDIUM
CVE-2019-10315,1,8.8 HIGH
CVE-2019-10316,1,8.8 HIGH
CVE-2019-10317,1,5.9 MEDIUM
CVE-2019-10318,1,8.8 HIGH
CVE-2019-10320,1,4.3 MEDIUM
CVE-2019-10321,1,4.3 MEDIUM
CVE-2019-10322,1,4.3 MEDIUM
CVE-2019-10323,1,4.3 MEDIUM
CVE-2019-10327,1,8.1 HIGH
CVE-2019-10328,1,9.9 CRITICAL
CVE-2019-10329,1,8.8 HIGH
CVE-2019-10330,1,7.5 HIGH
CVE-2019-10331,1,4.3 MEDIUM
CVE-2019-10332,1,4.3 MEDIUM
CVE-2019-10333,1,4.3 MEDIUM
CVE-2019-10334,1,6.5 MEDIUM
CVE-2019-10335,1,5.4 MEDIUM
CVE-2019-10336,1,6.1 MEDIUM
CVE-2019-10337,1,7.5 HIGH
CVE-2019-10338,1,8.8 HIGH
CVE-2019-10339,1,8.8 HIGH
CVE-2019-10340,1,8.8 HIGH
CVE-2019-10341,1,6.5 MEDIUM
CVE-2019-10343,1,3.3 LOW
CVE-2019-10344,1,4.3 MEDIUM
CVE-2019-10345,1,5.5 MEDIUM
CVE-2019-10346,1,6.1 MEDIUM
CVE-2019-10347,1,8.8 HIGH
CVE-2019-10348,1,8.8 HIGH
CVE-2019-10349,1,5.4 MEDIUM
CVE-2019-10350,1,8.8 HIGH
CVE-2019-10351,1,8.8 HIGH
CVE-2019-10352,1,6.5 MEDIUM
CVE-2019-10353,1,7.5 HIGH
CVE-2019-10354,1,4.3 MEDIUM
CVE-2019-10355,1,8.8 HIGH
CVE-2019-10356,1,8.8 HIGH
CVE-2019-10357,1,4.3 MEDIUM
CVE-2019-10358,1,6.5 MEDIUM
CVE-2019-10359,1,6.3 MEDIUM
CVE-2019-10360,1,5.4 MEDIUM
CVE-2019-10361,1,5.5 MEDIUM
CVE-2019-10362,1,5.4 MEDIUM
CVE-2019-10363,1,4.9 MEDIUM
CVE-2019-10364,1,5.5 MEDIUM
CVE-2019-10365,1,4.3 MEDIUM
CVE-2019-10366,1,6.5 MEDIUM
CVE-2019-10367,1,5.5 MEDIUM
CVE-2019-10368,1,8.8 HIGH
CVE-2019-10369,1,6.5 MEDIUM
CVE-2019-10370,1,6.5 MEDIUM
CVE-2019-10371,1,7.5 HIGH
CVE-2019-10372,1,6.1 MEDIUM
CVE-2019-10373,1,5.4 MEDIUM
CVE-2019-10374,1,5.4 MEDIUM
CVE-2019-10376,1,6.1 MEDIUM
CVE-2019-10378,1,5.3 MEDIUM
CVE-2019-10380,1,8.8 HIGH
CVE-2019-10381,1,7.5 HIGH
CVE-2019-10382,1,6.5 MEDIUM
CVE-2019-10383,1,4.8 MEDIUM
CVE-2019-10384,1,8.8 HIGH
CVE-2019-10388,1,4.3 MEDIUM
CVE-2019-10390,1,8.8 HIGH
CVE-2019-10392,1,8.8 HIGH
CVE-2019-10393,1,4.2 MEDIUM
CVE-2019-10394,1,4.2 MEDIUM
CVE-2019-10395,1,5.4 MEDIUM
CVE-2019-10396,1,5.4 MEDIUM
CVE-2019-10398,1,5.5 MEDIUM
CVE-2019-10399,1,4.2 MEDIUM
CVE-2019-10400,1,4.2 MEDIUM
CVE-2019-10401,1,5.4 MEDIUM
CVE-2019-10402,1,5.4 MEDIUM
CVE-2019-10403,1,5.4 MEDIUM
CVE-2019-10404,1,5.4 MEDIUM
CVE-2019-10405,1,5.4 MEDIUM
CVE-2019-10406,1,4.8 MEDIUM
CVE-2019-10408,1,4.3 MEDIUM
CVE-2019-10410,1,5.4 MEDIUM
CVE-2019-10411,1,7.5 HIGH
CVE-2019-10412,1,7.5 HIGH
CVE-2019-10413,1,6.5 MEDIUM
CVE-2019-10414,1,6.5 MEDIUM
CVE-2019-10415,1,6.5 MEDIUM
CVE-2019-10416,1,6.5 MEDIUM
CVE-2019-10417,1,9.9 CRITICAL
CVE-2019-10418,1,9.9 CRITICAL
CVE-2019-10419,1,5.5 MEDIUM
CVE-2019-10420,1,5.5 MEDIUM
CVE-2019-10421,1,4.3 MEDIUM
CVE-2019-10422,1,6.5 MEDIUM
CVE-2019-10423,1,5.5 MEDIUM
CVE-2019-10424,1,5.5 MEDIUM
CVE-2019-10425,1,6.5 MEDIUM
CVE-2019-10426,1,5.5 MEDIUM
CVE-2019-10429,1,5.5 MEDIUM
CVE-2019-10431,1,9.9 CRITICAL
CVE-2019-10432,1,5.4 MEDIUM
CVE-2019-10433,1,3.3 LOW
CVE-2019-10434,1,7.5 HIGH
CVE-2019-10435,1,7.5 HIGH
CVE-2019-10436,1,6.5 MEDIUM
CVE-2019-10437,1,8.8 HIGH
CVE-2019-10438,1,6.5 MEDIUM
CVE-2019-10439,1,4.3 MEDIUM
CVE-2019-10440,1,8.8 HIGH
CVE-2019-10441,1,4.3 MEDIUM
CVE-2019-10442,1,4.3 MEDIUM
CVE-2019-10443,1,8.8 HIGH
CVE-2019-10444,1,6.5 MEDIUM
CVE-2019-10445,1,4.3 MEDIUM
CVE-2019-10446,1,8.2 HIGH
CVE-2019-10447,1,4.3 MEDIUM
CVE-2019-10448,1,8.8 HIGH
CVE-2019-10449,1,8.8 HIGH
CVE-2019-10450,1,3.3 LOW
CVE-2019-10451,1,4.3 MEDIUM
CVE-2019-10452,1,4.3 MEDIUM
CVE-2019-10453,1,7.8 HIGH
CVE-2019-10454,1,4.3 MEDIUM
CVE-2019-10455,1,4.3 MEDIUM
CVE-2019-10456,1,4.3 MEDIUM
CVE-2019-10458,1,9.9 CRITICAL
CVE-2019-10459,1,6.5 MEDIUM
CVE-2019-10460,1,7.8 HIGH
CVE-2019-10461,1,7.8 HIGH
CVE-2019-10462,1,8.1 HIGH
CVE-2019-10463,1,6.5 MEDIUM
CVE-2019-10464,1,8.8 HIGH
CVE-2019-10465,1,4.3 MEDIUM
CVE-2019-10466,1,8.1 HIGH
CVE-2019-10467,1,6.5 MEDIUM
CVE-2019-10468,1,8.8 HIGH
CVE-2019-10469,1,6.5 MEDIUM
CVE-2019-10470,1,6.5 MEDIUM
CVE-2019-10471,1,8.8 HIGH
CVE-2019-10472,1,6.5 MEDIUM
CVE-2019-10473,1,4.3 MEDIUM
CVE-2019-10474,1,4.3 MEDIUM
CVE-2019-10475,1,6.1 MEDIUM
CVE-2019-10476,1,7.8 HIGH
CVE-2019-1051,1,7.5 HIGH
CVE-2019-1052,1,7.5 HIGH
CVE-2019-1062,1,7.5 HIGH
CVE-2019-10638,1,6.5 MEDIUM
CVE-2019-10639,1,7.5 HIGH
CVE-2019-10641,1,9.8 CRITICAL
CVE-2019-10642,1,8.8 HIGH
CVE-2019-10643,1,9.8 CRITICAL
CVE-2019-10648,1,9.8 CRITICAL
CVE-2019-10649,1,5.5 MEDIUM
CVE-2019-10650,1,8.1 HIGH
CVE-2019-10654,1,5.5 MEDIUM
CVE-2019-10665,1,9.8 CRITICAL
CVE-2019-10667,1,5.3 MEDIUM
CVE-2019-10668,1,9.1 CRITICAL
CVE-2019-10671,1,8.8 HIGH
CVE-2019-10672,1,9.8 CRITICAL
CVE-2019-10682,1,7.5 HIGH
CVE-2019-10686,1,10.0 CRITICAL
CVE-2019-10691,1,7.5 HIGH
CVE-2019-10714,1,6.5 MEDIUM
CVE-2019-10723,1,5.5 MEDIUM
CVE-2019-10732,1,4.3 MEDIUM
CVE-2019-10735,1,4.3 MEDIUM
CVE-2019-10740,1,4.3 MEDIUM
CVE-2019-10742,1,7.5 HIGH
CVE-2019-10743,1,5.5 MEDIUM
CVE-2019-10744,1,9.1 CRITICAL
CVE-2019-10745,1,7.5 HIGH
CVE-2019-10746,1,9.8 CRITICAL
CVE-2019-10747,1,9.8 CRITICAL
CVE-2019-10748,1,9.8 CRITICAL
CVE-2019-10749,1,9.8 CRITICAL
CVE-2019-1075,1,6.1 MEDIUM
CVE-2019-10750,1,9.8 CRITICAL
CVE-2019-10751,1,8.8 HIGH
CVE-2019-10752,1,9.8 CRITICAL
CVE-2019-10753,1,5.9 MEDIUM
CVE-2019-10754,1,8.1 HIGH
CVE-2019-10755,1,4.9 MEDIUM
CVE-2019-10756,1,5.4 MEDIUM
CVE-2019-10757,1,9.8 CRITICAL
CVE-2019-10758,1,9.9 CRITICAL
CVE-2019-10759,1,9.9 CRITICAL
CVE-2019-10760,1,9.9 CRITICAL
CVE-2019-10761,0,
CVE-2019-10762,1,9.8 CRITICAL
CVE-2019-10763,1,6.5 MEDIUM
CVE-2019-10764,1,7.4 HIGH
CVE-2019-10765,1,9.8 CRITICAL
CVE-2019-10766,1,9.8 CRITICAL
CVE-2019-10767,1,7.5 HIGH
CVE-2019-10768,1,7.5 HIGH
CVE-2019-10769,1,9.8 CRITICAL
CVE-2019-10770,1,6.1 MEDIUM
CVE-2019-10771,1,6.1 MEDIUM
CVE-2019-10772,1,6.1 MEDIUM
CVE-2019-10773,1,7.8 HIGH
CVE-2019-10774,1,9.8 CRITICAL
CVE-2019-10775,1,7.5 HIGH
CVE-2019-10776,1,9.8 CRITICAL
CVE-2019-10777,1,9.8 CRITICAL
CVE-2019-10778,1,9.8 CRITICAL
CVE-2019-10780,1,9.8 CRITICAL
CVE-2019-10781,1,9.8 CRITICAL
CVE-2019-10782,1,5.3 MEDIUM
CVE-2019-10783,1,9.8 CRITICAL
CVE-2019-10784,1,9.6 CRITICAL
CVE-2019-10785,1,6.1 MEDIUM
CVE-2019-10786,1,9.8 CRITICAL
CVE-2019-10787,1,9.8 CRITICAL
CVE-2019-10788,1,9.8 CRITICAL
CVE-2019-10789,1,9.8 CRITICAL
CVE-2019-10790,1,7.5 HIGH
CVE-2019-10792,1,6.3 MEDIUM
CVE-2019-10793,1,6.3 MEDIUM
CVE-2019-10794,1,6.3 MEDIUM
CVE-2019-10795,1,6.3 MEDIUM
CVE-2019-10796,1,9.8 CRITICAL
CVE-2019-10797,1,6.5 MEDIUM
CVE-2019-10798,1,5.3 MEDIUM
CVE-2019-10799,1,8.2 HIGH
CVE-2019-10800,1,4.0 MEDIUM
CVE-2019-10801,1,9.8 CRITICAL
CVE-2019-10802,1,9.8 CRITICAL
CVE-2019-10803,1,9.8 CRITICAL
CVE-2019-10804,1,9.8 CRITICAL
CVE-2019-10805,1,7.5 HIGH
CVE-2019-10806,1,4.3 MEDIUM
CVE-2019-10807,1,9.8 CRITICAL
CVE-2019-10808,1,8.8 HIGH
CVE-2019-10842,1,9.8 CRITICAL
CVE-2019-10844,1,9.8 CRITICAL
CVE-2019-10856,1,6.1 MEDIUM
CVE-2019-10868,1,6.5 MEDIUM
CVE-2019-10871,1,6.5 MEDIUM
CVE-2019-10872,1,8.8 HIGH
CVE-2019-10873,1,6.5 MEDIUM
CVE-2019-10876,1,6.5 MEDIUM
CVE-2019-10877,1,9.8 CRITICAL
CVE-2019-10878,1,9.8 CRITICAL
CVE-2019-10879,1,9.8 CRITICAL
CVE-2019-10894,1,7.5 HIGH
CVE-2019-10895,1,7.5 HIGH
CVE-2019-10896,1,7.5 HIGH
CVE-2019-10897,1,7.5 HIGH
CVE-2019-10898,1,7.5 HIGH
CVE-2019-10899,1,7.5 HIGH
CVE-2019-10900,1,7.5 HIGH
CVE-2019-10901,1,7.5 HIGH
CVE-2019-10902,1,7.5 HIGH
CVE-2019-10903,1,7.5 HIGH
CVE-2019-10904,1,6.1 MEDIUM
CVE-2019-10905,1,8.1 HIGH
CVE-2019-10906,1,8.6 HIGH
CVE-2019-10909,1,5.4 MEDIUM
CVE-2019-10910,1,9.8 CRITICAL
CVE-2019-10911,1,7.5 HIGH
CVE-2019-10912,1,7.1 HIGH
CVE-2019-10913,1,9.8 CRITICAL
CVE-2019-1092,1,7.5 HIGH
CVE-2019-10927,1,6.5 MEDIUM
CVE-2019-11002,1,6.1 MEDIUM
CVE-2019-11003,1,6.1 MEDIUM
CVE-2019-11004,1,6.1 MEDIUM
CVE-2019-11005,1,9.8 CRITICAL
CVE-2019-11006,1,9.1 CRITICAL
CVE-2019-11007,1,8.1 HIGH
CVE-2019-11008,1,8.8 HIGH
CVE-2019-11009,1,8.1 HIGH
CVE-2019-11010,1,6.5 MEDIUM
CVE-2019-11016,1,6.1 MEDIUM
CVE-2019-11023,1,8.8 HIGH
CVE-2019-11024,1,5.5 MEDIUM
CVE-2019-11025,1,5.4 MEDIUM
CVE-2019-11026,1,6.5 MEDIUM
CVE-2019-11027,1,9.8 CRITICAL
CVE-2019-1103,1,7.5 HIGH
CVE-2019-11034,1,9.1 CRITICAL
CVE-2019-11035,1,9.1 CRITICAL
CVE-2019-11036,1,9.1 CRITICAL
CVE-2019-11037,1,9.8 CRITICAL
CVE-2019-11038,1,5.3 MEDIUM
CVE-2019-11039,1,9.1 CRITICAL
CVE-2019-11040,1,9.1 CRITICAL
CVE-2019-11041,1,7.1 HIGH
CVE-2019-11042,1,7.1 HIGH
CVE-2019-11043,1,9.8 CRITICAL
CVE-2019-11044,1,7.5 HIGH
CVE-2019-11045,1,5.9 MEDIUM
CVE-2019-11046,1,5.3 MEDIUM
CVE-2019-11047,1,6.5 MEDIUM
CVE-2019-11048,1,5.0 MEDIUM
CVE-2019-11049,1,9.8 CRITICAL
CVE-2019-11050,1,6.5 MEDIUM
CVE-2019-11059,1,9.8 CRITICAL
CVE-2019-1106,1,7.5 HIGH
CVE-2019-11065,1,5.9 MEDIUM
CVE-2019-11068,1,9.8 CRITICAL
CVE-2019-11069,1,7.5 HIGH
CVE-2019-1107,1,7.5 HIGH
CVE-2019-11070,1,5.3 MEDIUM
CVE-2019-11071,1,8.8 HIGH
CVE-2019-11072,1,9.8 CRITICAL
CVE-2019-11075,0,
CVE-2019-11082,1,7.5 HIGH
CVE-2019-11085,1,7.8 HIGH
CVE-2019-11091,1,5.6 MEDIUM
CVE-2019-11098,1,6.8 MEDIUM
CVE-2019-11135,1,6.5 MEDIUM
CVE-2019-11139,1,6.0 MEDIUM
CVE-2019-11157,1,6.7 MEDIUM
CVE-2019-11187,1,9.8 CRITICAL
CVE-2019-11190,1,4.7 MEDIUM
CVE-2019-11191,1,2.5 LOW
CVE-2019-11200,1,8.8 HIGH
CVE-2019-11201,1,8.0 HIGH
CVE-2019-11221,1,7.8 HIGH
CVE-2019-11222,1,7.8 HIGH
CVE-2019-11228,1,7.5 HIGH
CVE-2019-11229,1,8.8 HIGH
CVE-2019-11234,1,9.8 CRITICAL
CVE-2019-11235,1,9.8 CRITICAL
CVE-2019-11236,1,6.1 MEDIUM
CVE-2019-11243,1,8.1 HIGH
CVE-2019-11244,1,5.0 MEDIUM
CVE-2019-11245,1,7.8 HIGH
CVE-2019-11246,1,6.5 MEDIUM
CVE-2019-11247,1,8.1 HIGH
CVE-2019-11248,1,8.2 HIGH
CVE-2019-11249,1,6.5 MEDIUM
CVE-2019-1125,1,2.1 LOW
CVE-2019-11250,1,6.5 MEDIUM
CVE-2019-11251,1,5.7 MEDIUM
CVE-2019-11252,1,6.5 MEDIUM
CVE-2019-11253,1,5.0 MEDIUM
CVE-2019-11254,1,4.0 MEDIUM
CVE-2019-11255,1,6.5 MEDIUM
CVE-2019-11269,1,5.4 MEDIUM
CVE-2019-11272,1,7.3 HIGH
CVE-2019-11281,1,4.8 MEDIUM
CVE-2019-11284,1,8.6 HIGH
CVE-2019-11287,1,7.5 HIGH
CVE-2019-11289,1,8.6 HIGH
CVE-2019-11291,1,4.8 MEDIUM
CVE-2019-1131,1,7.6 HIGH
CVE-2019-11324,1,7.5 HIGH
CVE-2019-11325,1,9.8 CRITICAL
CVE-2019-11328,1,8.8 HIGH
CVE-2019-11331,1,8.1 HIGH
CVE-2019-11338,1,8.8 HIGH
CVE-2019-11339,1,8.8 HIGH
CVE-2019-11340,1,5.9 MEDIUM
CVE-2019-11343,1,9.8 CRITICAL
CVE-2019-11356,1,9.8 CRITICAL
CVE-2019-11358,1,6.1 MEDIUM
CVE-2019-11360,1,4.2 MEDIUM
CVE-2019-11365,1,9.8 CRITICAL
CVE-2019-11366,1,5.9 MEDIUM
CVE-2019-11371,1,9.8 CRITICAL
CVE-2019-11372,1,6.5 MEDIUM
CVE-2019-11373,1,6.5 MEDIUM
CVE-2019-1138,1,7.5 HIGH
CVE-2019-11387,1,5.3 MEDIUM
CVE-2019-11388,1,5.3 MEDIUM
CVE-2019-11389,1,5.3 MEDIUM
CVE-2019-1139,1,7.6 HIGH
CVE-2019-11390,1,5.3 MEDIUM
CVE-2019-11391,1,5.3 MEDIUM
CVE-2019-1140,1,7.6 HIGH
CVE-2019-11401,1,7.2 HIGH
CVE-2019-11404,1,5.9 MEDIUM
CVE-2019-11405,1,7.4 HIGH
CVE-2019-1141,1,7.6 HIGH
CVE-2019-11454,1,6.1 MEDIUM
CVE-2019-11455,1,8.1 HIGH
CVE-2019-11457,1,6.8 MEDIUM
CVE-2019-11458,1,7.5 HIGH
CVE-2019-11459,1,5.5 MEDIUM
CVE-2019-11460,1,9.0 CRITICAL
CVE-2019-11461,1,7.8 HIGH
CVE-2019-11470,1,6.5 MEDIUM
CVE-2019-11471,1,8.8 HIGH
CVE-2019-11472,1,6.5 MEDIUM
CVE-2019-11473,1,6.5 MEDIUM
CVE-2019-11474,1,6.5 MEDIUM
CVE-2019-11476,1,7.8 HIGH
CVE-2019-11477,1,7.5 HIGH
CVE-2019-11478,1,7.5 HIGH
CVE-2019-11479,1,7.5 HIGH
CVE-2019-11481,1,7.8 HIGH
CVE-2019-11482,1,4.7 MEDIUM
CVE-2019-11483,1,3.3 LOW
CVE-2019-11484,1,7.8 HIGH
CVE-2019-11485,1,2.1 LOW
CVE-2019-11486,1,7.0 HIGH
CVE-2019-11487,1,7.8 HIGH
CVE-2019-11494,1,7.5 HIGH
CVE-2019-11498,1,6.5 MEDIUM
CVE-2019-11499,1,7.5 HIGH
CVE-2019-11500,1,9.8 CRITICAL
CVE-2019-11502,1,7.5 HIGH
CVE-2019-11503,1,7.5 HIGH
CVE-2019-11505,1,8.8 HIGH
CVE-2019-11506,1,8.8 HIGH
CVE-2019-11512,1,9.8 CRITICAL
CVE-2019-11555,1,5.9 MEDIUM
CVE-2019-11577,1,9.8 CRITICAL
CVE-2019-11578,1,5.9 MEDIUM
CVE-2019-11579,1,5.3 MEDIUM
CVE-2019-11596,1,7.5 HIGH
CVE-2019-11597,1,8.1 HIGH
CVE-2019-11598,1,8.1 HIGH
CVE-2019-11599,1,7.0 HIGH
CVE-2019-11627,1,9.8 CRITICAL
CVE-2019-11637,1,6.5 MEDIUM
CVE-2019-11638,1,6.5 MEDIUM
CVE-2019-11639,1,8.8 HIGH
CVE-2019-11640,1,8.8 HIGH
CVE-2019-1167,1,4.1 MEDIUM
CVE-2019-11675,1,7.0 HIGH
CVE-2019-11683,1,9.8 CRITICAL
CVE-2019-11690,1,5.9 MEDIUM
CVE-2019-11691,1,9.8 CRITICAL
CVE-2019-11692,1,9.8 CRITICAL
CVE-2019-11693,1,9.8 CRITICAL
CVE-2019-11694,1,7.5 HIGH
CVE-2019-11695,1,4.3 MEDIUM
CVE-2019-11696,1,7.8 HIGH
CVE-2019-11697,1,6.5 MEDIUM
CVE-2019-11698,1,5.3 MEDIUM
CVE-2019-11699,1,6.5 MEDIUM
CVE-2019-11701,1,6.1 MEDIUM
CVE-2019-11703,1,9.8 CRITICAL
CVE-2019-11704,1,9.8 CRITICAL
CVE-2019-11705,1,9.8 CRITICAL
CVE-2019-11706,1,7.5 HIGH
CVE-2019-11707,1,8.8 HIGH
CVE-2019-11708,1,10.0 CRITICAL
CVE-2019-11709,1,9.8 CRITICAL
CVE-2019-11710,1,9.8 CRITICAL
CVE-2019-11711,1,8.8 HIGH
CVE-2019-11712,1,8.8 HIGH
CVE-2019-11713,1,9.8 CRITICAL
CVE-2019-11714,1,9.8 CRITICAL
CVE-2019-11715,1,6.1 MEDIUM
CVE-2019-11716,1,8.3 HIGH
CVE-2019-11717,1,5.3 MEDIUM
CVE-2019-11718,1,5.3 MEDIUM
CVE-2019-11719,1,7.5 HIGH
CVE-2019-11720,1,6.1 MEDIUM
CVE-2019-11721,1,6.5 MEDIUM
CVE-2019-11723,1,7.5 HIGH
CVE-2019-11724,1,6.1 MEDIUM
CVE-2019-11725,1,6.5 MEDIUM
CVE-2019-11727,1,5.3 MEDIUM
CVE-2019-11728,1,4.7 MEDIUM
CVE-2019-11729,1,7.5 HIGH
CVE-2019-11730,1,6.5 MEDIUM
CVE-2019-11733,1,9.8 CRITICAL
CVE-2019-11734,1,9.8 CRITICAL
CVE-2019-11735,1,8.8 HIGH
CVE-2019-11737,1,5.3 MEDIUM
CVE-2019-11738,1,6.3 MEDIUM
CVE-2019-11739,1,6.5 MEDIUM
CVE-2019-11740,1,8.8 HIGH
CVE-2019-11741,1,6.1 MEDIUM
CVE-2019-11742,1,6.5 MEDIUM
CVE-2019-11743,1,3.7 LOW
CVE-2019-11744,1,6.1 MEDIUM
CVE-2019-11745,1,8.8 HIGH
CVE-2019-11746,1,8.8 HIGH
CVE-2019-11747,1,6.5 MEDIUM
CVE-2019-11748,1,6.5 MEDIUM
CVE-2019-11749,1,4.3 MEDIUM
CVE-2019-11750,1,6.5 MEDIUM
CVE-2019-11752,1,8.8 HIGH
CVE-2019-11754,1,4.3 MEDIUM
CVE-2019-11755,1,7.5 HIGH
CVE-2019-11756,1,8.8 HIGH
CVE-2019-11757,1,8.8 HIGH
CVE-2019-11758,1,8.8 HIGH
CVE-2019-11759,1,8.8 HIGH
CVE-2019-11760,1,8.8 HIGH
CVE-2019-11761,1,5.4 MEDIUM
CVE-2019-11762,1,6.1 MEDIUM
CVE-2019-11763,1,6.1 MEDIUM
CVE-2019-11764,1,8.8 HIGH
CVE-2019-11765,1,6.5 MEDIUM
CVE-2019-11766,1,9.8 CRITICAL
CVE-2019-11767,1,5.8 MEDIUM
CVE-2019-11768,1,9.8 CRITICAL
CVE-2019-11777,1,7.5 HIGH
CVE-2019-11778,1,5.4 MEDIUM
CVE-2019-11779,1,6.5 MEDIUM
CVE-2019-11782,1,6.5 MEDIUM
CVE-2019-11783,1,6.5 MEDIUM
CVE-2019-11784,1,6.5 MEDIUM
CVE-2019-11808,1,3.7 LOW
CVE-2019-11810,1,7.5 HIGH
CVE-2019-11811,1,7.0 HIGH
CVE-2019-11815,1,8.1 HIGH
CVE-2019-11830,1,9.8 CRITICAL
CVE-2019-11831,1,9.8 CRITICAL
CVE-2019-11832,1,7.5 HIGH
CVE-2019-11833,1,5.5 MEDIUM
CVE-2019-11834,1,9.8 CRITICAL
CVE-2019-11835,1,9.8 CRITICAL
CVE-2019-11840,1,5.9 MEDIUM
CVE-2019-11841,1,5.9 MEDIUM
CVE-2019-11842,1,7.5 HIGH
CVE-2019-11873,1,9.8 CRITICAL
CVE-2019-11884,1,3.3 LOW
CVE-2019-11922,1,8.1 HIGH
CVE-2019-11938,1,7.5 HIGH
