CVE,Code,Severity
CVE-2021-29648,1,5.5 MEDIUM
CVE-2021-29649,1,5.5 MEDIUM
CVE-2021-29650,1,5.5 MEDIUM
CVE-2021-29651,1,6.1 MEDIUM
CVE-2021-29652,1,6.1 MEDIUM
CVE-2021-29653,1,7.5 HIGH
CVE-2021-29657,1,7.4 HIGH
CVE-2021-29662,1,7.5 HIGH
CVE-2021-29921,1,9.8 CRITICAL
CVE-2021-29922,1,9.1 CRITICAL
CVE-2021-29923,1,7.5 HIGH
CVE-2021-29929,1,7.5 HIGH
CVE-2021-29930,1,7.5 HIGH
CVE-2021-29931,1,7.5 HIGH
CVE-2021-29932,1,7.5 HIGH
CVE-2021-29933,1,7.5 HIGH
CVE-2021-29934,1,7.3 HIGH
CVE-2021-29935,1,7.3 HIGH
CVE-2021-29936,1,9.8 CRITICAL
CVE-2021-29937,1,9.8 CRITICAL
CVE-2021-29938,1,7.5 HIGH
CVE-2021-29939,1,7.3 HIGH
CVE-2021-29940,1,9.8 CRITICAL
CVE-2021-29941,1,7.3 HIGH
CVE-2021-29942,1,7.3 HIGH
CVE-2021-29943,1,9.1 CRITICAL
CVE-2021-29944,1,6.1 MEDIUM
CVE-2021-29945,1,6.5 MEDIUM
CVE-2021-29946,1,8.8 HIGH
CVE-2021-29947,1,8.8 HIGH
CVE-2021-29948,1,2.5 LOW
CVE-2021-29949,1,7.8 HIGH
CVE-2021-29950,1,7.5 HIGH
CVE-2021-29951,1,6.5 MEDIUM
CVE-2021-29952,1,7.5 HIGH
CVE-2021-29955,1,5.3 MEDIUM
CVE-2021-29956,1,4.3 MEDIUM
CVE-2021-29957,1,4.3 MEDIUM
CVE-2021-29959,1,4.3 MEDIUM
CVE-2021-29960,1,4.3 MEDIUM
CVE-2021-29961,1,4.3 MEDIUM
CVE-2021-29962,1,4.3 MEDIUM
CVE-2021-29963,1,4.3 MEDIUM
CVE-2021-29964,1,7.1 HIGH
CVE-2021-29965,1,5.3 MEDIUM
CVE-2021-29966,1,8.8 HIGH
CVE-2021-29967,1,8.8 HIGH
CVE-2021-29969,1,5.9 MEDIUM
CVE-2021-29970,1,8.8 HIGH
CVE-2021-29972,1,8.8 HIGH
CVE-2021-29974,1,4.3 MEDIUM
CVE-2021-29975,1,6.5 MEDIUM
CVE-2021-29976,1,8.8 HIGH
CVE-2021-29977,1,8.8 HIGH
CVE-2021-29980,1,8.8 HIGH
CVE-2021-29981,1,8.8 HIGH
CVE-2021-29982,1,6.5 MEDIUM
CVE-2021-29983,1,6.5 MEDIUM
CVE-2021-29984,1,8.8 HIGH
CVE-2021-29985,1,8.8 HIGH
CVE-2021-29986,1,8.1 HIGH
CVE-2021-29987,1,6.5 MEDIUM
CVE-2021-29988,1,8.8 HIGH
CVE-2021-29989,1,8.8 HIGH
CVE-2021-29990,1,8.8 HIGH
CVE-2021-29991,1,8.1 HIGH
CVE-2021-29993,1,8.1 HIGH
CVE-2021-30002,1,6.2 MEDIUM
CVE-2021-30004,1,5.3 MEDIUM
CVE-2021-30014,1,5.5 MEDIUM
CVE-2021-30015,1,5.5 MEDIUM
CVE-2021-30019,1,5.5 MEDIUM
CVE-2021-3002,1,6.1 MEDIUM
CVE-2021-30020,1,5.5 MEDIUM
CVE-2021-30022,1,5.5 MEDIUM
CVE-2021-30027,1,5.5 MEDIUM
CVE-2021-30047,1,7.5 HIGH
CVE-2021-3007,1,9.8 CRITICAL
CVE-2021-30074,1,6.1 MEDIUM
CVE-2021-30080,1,9.8 CRITICAL
CVE-2021-30108,1,9.1 CRITICAL
CVE-2021-30109,1,6.1 MEDIUM
CVE-2021-30123,1,8.8 HIGH
CVE-2021-30129,1,6.5 MEDIUM
CVE-2021-3013,1,9.8 CRITICAL
CVE-2021-30130,1,7.5 HIGH
CVE-2021-30134,1,6.1 MEDIUM
CVE-2021-30139,1,7.5 HIGH
CVE-2021-30145,1,7.8 HIGH
CVE-2021-30151,1,6.1 MEDIUM
CVE-2021-30152,1,4.3 MEDIUM
CVE-2021-30153,1,4.3 MEDIUM
CVE-2021-30154,1,6.1 MEDIUM
CVE-2021-30155,1,4.3 MEDIUM
CVE-2021-30156,1,4.3 MEDIUM
CVE-2021-30157,1,6.1 MEDIUM
CVE-2021-30158,1,5.3 MEDIUM
CVE-2021-30159,1,4.3 MEDIUM
CVE-2021-30163,1,7.5 HIGH
CVE-2021-30164,1,9.8 CRITICAL
CVE-2021-30178,1,5.5 MEDIUM
CVE-2021-30179,1,9.8 CRITICAL
CVE-2021-30180,1,9.8 CRITICAL
CVE-2021-30181,1,9.8 CRITICAL
CVE-2021-30184,1,7.8 HIGH
CVE-2021-30185,1,7.5 HIGH
CVE-2021-30199,1,5.5 MEDIUM
CVE-2021-30218,1,5.5 MEDIUM
CVE-2021-30219,1,5.5 MEDIUM
CVE-2021-3024,1,5.3 MEDIUM
CVE-2021-30246,1,9.1 CRITICAL
CVE-2021-3028,1,9.8 CRITICAL
CVE-2021-30454,1,9.8 CRITICAL
CVE-2021-30455,1,9.8 CRITICAL
CVE-2021-30456,1,9.8 CRITICAL
CVE-2021-30457,1,9.8 CRITICAL
CVE-2021-30458,1,6.1 MEDIUM
CVE-2021-30459,1,9.8 CRITICAL
CVE-2021-30465,1,8.5 HIGH
CVE-2021-30468,1,7.5 HIGH
CVE-2021-30469,1,5.5 MEDIUM
CVE-2021-30470,1,5.5 MEDIUM
CVE-2021-30471,1,5.5 MEDIUM
CVE-2021-30472,1,7.8 HIGH
CVE-2021-30473,1,9.8 CRITICAL
CVE-2021-30474,1,9.8 CRITICAL
CVE-2021-30475,1,9.8 CRITICAL
CVE-2021-30483,1,5.3 MEDIUM
CVE-2021-30485,1,6.5 MEDIUM
CVE-2021-30492,0,
CVE-2021-30498,1,7.8 HIGH
CVE-2021-30499,1,7.8 HIGH
CVE-2021-30500,1,7.8 HIGH
CVE-2021-30501,1,5.5 MEDIUM
CVE-2021-30506,1,8.8 HIGH
CVE-2021-30507,1,8.8 HIGH
CVE-2021-30508,1,8.8 HIGH
CVE-2021-30509,1,8.8 HIGH
CVE-2021-30510,1,8.8 HIGH
CVE-2021-30511,1,8.1 HIGH
CVE-2021-30512,1,8.8 HIGH
CVE-2021-30513,1,8.8 HIGH
CVE-2021-30514,1,8.8 HIGH
CVE-2021-30515,1,8.8 HIGH
CVE-2021-30516,1,8.8 HIGH
CVE-2021-30517,1,8.8 HIGH
CVE-2021-30518,1,8.8 HIGH
CVE-2021-30519,1,8.8 HIGH
CVE-2021-30520,1,8.8 HIGH
CVE-2021-30521,1,8.8 HIGH
CVE-2021-30522,1,8.8 HIGH
CVE-2021-30523,1,8.8 HIGH
CVE-2021-30524,1,8.8 HIGH
CVE-2021-30525,1,8.8 HIGH
CVE-2021-30526,1,8.8 HIGH
CVE-2021-30527,1,8.8 HIGH
CVE-2021-30528,1,8.8 HIGH
CVE-2021-30529,1,8.8 HIGH
CVE-2021-30530,1,8.8 HIGH
CVE-2021-30531,1,6.5 MEDIUM
CVE-2021-30532,1,4.3 MEDIUM
CVE-2021-30533,1,6.5 MEDIUM
CVE-2021-30534,1,6.5 MEDIUM
CVE-2021-30535,1,8.8 HIGH
CVE-2021-30536,1,8.1 HIGH
CVE-2021-30537,1,4.3 MEDIUM
CVE-2021-30538,1,4.3 MEDIUM
CVE-2021-30539,1,5.4 MEDIUM
CVE-2021-30540,1,6.5 MEDIUM
CVE-2021-30541,1,8.8 HIGH
CVE-2021-30542,1,8.8 HIGH
CVE-2021-30543,1,8.8 HIGH
CVE-2021-30544,1,8.8 HIGH
CVE-2021-30545,1,8.8 HIGH
CVE-2021-30546,1,8.8 HIGH
CVE-2021-30547,1,8.8 HIGH
CVE-2021-30548,1,8.8 HIGH
CVE-2021-30549,1,8.8 HIGH
CVE-2021-30550,1,8.8 HIGH
CVE-2021-30551,1,8.8 HIGH
CVE-2021-30552,1,8.8 HIGH
CVE-2021-30553,1,8.8 HIGH
CVE-2021-30554,1,8.8 HIGH
CVE-2021-30555,1,8.8 HIGH
CVE-2021-30556,1,8.8 HIGH
CVE-2021-30557,1,8.8 HIGH
CVE-2021-30558,1,8.8 HIGH
CVE-2021-30559,1,8.8 HIGH
CVE-2021-30560,1,8.8 HIGH
CVE-2021-30561,1,8.8 HIGH
CVE-2021-30562,1,8.8 HIGH
CVE-2021-30563,1,8.8 HIGH
CVE-2021-30564,1,8.8 HIGH
CVE-2021-30565,1,8.8 HIGH
CVE-2021-30566,1,8.8 HIGH
CVE-2021-30567,1,8.8 HIGH
CVE-2021-30568,1,8.8 HIGH
CVE-2021-30569,1,8.8 HIGH
CVE-2021-30571,1,9.6 CRITICAL
CVE-2021-30572,1,8.8 HIGH
CVE-2021-30573,1,8.8 HIGH
CVE-2021-30574,1,8.8 HIGH
CVE-2021-30575,1,8.8 HIGH
CVE-2021-30576,1,8.8 HIGH
CVE-2021-30577,1,7.8 HIGH
CVE-2021-30578,1,8.8 HIGH
CVE-2021-30579,1,8.8 HIGH
CVE-2021-30580,1,6.5 MEDIUM
CVE-2021-30581,1,8.8 HIGH
CVE-2021-30582,1,6.5 MEDIUM
CVE-2021-30583,1,6.5 MEDIUM
CVE-2021-30584,1,6.5 MEDIUM
CVE-2021-30585,1,8.8 HIGH
CVE-2021-30586,1,8.8 HIGH
CVE-2021-30587,1,4.3 MEDIUM
CVE-2021-30588,1,8.8 HIGH
CVE-2021-30589,1,4.3 MEDIUM
CVE-2021-30590,1,8.8 HIGH
CVE-2021-30591,1,8.8 HIGH
CVE-2021-30592,1,8.8 HIGH
CVE-2021-30593,1,8.1 HIGH
CVE-2021-30594,1,6.8 MEDIUM
CVE-2021-30596,1,4.3 MEDIUM
CVE-2021-30597,1,6.8 MEDIUM
CVE-2021-30598,1,8.8 HIGH
CVE-2021-30599,1,8.8 HIGH
CVE-2021-30600,1,8.8 HIGH
CVE-2021-30601,1,8.8 HIGH
CVE-2021-30602,1,8.8 HIGH
CVE-2021-30603,1,7.5 HIGH
CVE-2021-30604,1,8.8 HIGH
CVE-2021-30606,1,8.8 HIGH
CVE-2021-30607,1,8.8 HIGH
CVE-2021-30608,1,8.8 HIGH
CVE-2021-30609,1,8.8 HIGH
CVE-2021-30610,1,8.8 HIGH
CVE-2021-30611,1,8.8 HIGH
CVE-2021-30612,1,8.8 HIGH
CVE-2021-30613,1,8.8 HIGH
CVE-2021-30614,1,8.8 HIGH
CVE-2021-30615,1,6.5 MEDIUM
CVE-2021-30616,1,8.8 HIGH
CVE-2021-30617,1,6.5 MEDIUM
CVE-2021-30618,1,8.8 HIGH
CVE-2021-30619,1,6.5 MEDIUM
CVE-2021-30620,1,8.8 HIGH
CVE-2021-30621,1,6.5 MEDIUM
CVE-2021-30622,1,8.8 HIGH
CVE-2021-30623,1,8.8 HIGH
CVE-2021-30624,1,8.8 HIGH
CVE-2021-30625,1,8.8 HIGH
CVE-2021-30626,1,8.8 HIGH
CVE-2021-30627,1,8.8 HIGH
CVE-2021-30628,1,8.8 HIGH
CVE-2021-30629,1,8.8 HIGH
CVE-2021-30630,1,4.3 MEDIUM
CVE-2021-30631,0,
CVE-2021-30632,1,8.8 HIGH
CVE-2021-30633,1,9.6 CRITICAL
CVE-2021-30638,1,7.5 HIGH
CVE-2021-30639,1,7.5 HIGH
CVE-2021-30640,1,6.5 MEDIUM
CVE-2021-30641,1,5.3 MEDIUM
CVE-2021-30809,1,8.8 HIGH
CVE-2021-30818,1,8.8 HIGH
CVE-2021-30823,1,6.5 MEDIUM
CVE-2021-30836,1,5.5 MEDIUM
CVE-2021-30846,1,7.8 HIGH
CVE-2021-30848,1,7.8 HIGH
CVE-2021-30849,1,7.8 HIGH
CVE-2021-30851,1,8.8 HIGH
CVE-2021-30858,1,8.8 HIGH
CVE-2021-30884,1,4.7 MEDIUM
CVE-2021-30888,1,7.4 HIGH
CVE-2021-30889,1,8.8 HIGH
CVE-2021-30897,1,6.5 MEDIUM
CVE-2021-3100,1,7.2 HIGH
CVE-2021-3110,1,9.8 CRITICAL
CVE-2021-3114,1,6.5 MEDIUM
CVE-2021-3115,1,7.5 HIGH
CVE-2021-31153,1,3.3 LOW
CVE-2021-31154,1,7.8 HIGH
CVE-2021-31155,1,7.8 HIGH
CVE-2021-3116,1,7.5 HIGH
CVE-2021-31162,1,9.8 CRITICAL
CVE-2021-31164,1,7.5 HIGH
CVE-2021-3119,1,7.5 HIGH
CVE-2021-31204,1,7.8 HIGH
CVE-2021-3121,1,8.6 HIGH
CVE-2021-31215,1,8.8 HIGH
CVE-2021-31229,1,6.5 MEDIUM
CVE-2021-31232,1,5.5 MEDIUM
CVE-2021-31239,1,7.5 HIGH
CVE-2021-31255,1,7.8 HIGH
CVE-2021-31256,1,5.5 MEDIUM
CVE-2021-31257,1,5.5 MEDIUM
CVE-2021-31258,1,5.5 MEDIUM
CVE-2021-31260,1,5.5 MEDIUM
CVE-2021-31261,1,5.5 MEDIUM
CVE-2021-31262,1,5.5 MEDIUM
CVE-2021-3127,1,7.5 HIGH
CVE-2021-31274,1,5.4 MEDIUM
CVE-2021-3129,1,9.8 CRITICAL
CVE-2021-31292,1,7.5 HIGH
CVE-2021-31294,1,5.9 MEDIUM
CVE-2021-31317,1,5.5 MEDIUM
CVE-2021-31321,1,7.1 HIGH
CVE-2021-31330,1,5.4 MEDIUM
CVE-2021-31347,1,6.5 MEDIUM
CVE-2021-31348,1,6.5 MEDIUM
CVE-2021-3137,1,5.4 MEDIUM
CVE-2021-3138,1,7.5 HIGH
CVE-2021-3139,1,8.1 HIGH
CVE-2021-31402,1,7.5 HIGH
CVE-2021-31403,1,2.5 LOW
CVE-2021-31404,1,2.5 LOW
CVE-2021-31405,1,5.0 MEDIUM
CVE-2021-31406,1,2.5 LOW
CVE-2021-31407,1,7.5 HIGH
CVE-2021-31408,1,7.1 HIGH
CVE-2021-31409,1,5.0 MEDIUM
CVE-2021-31411,1,7.8 HIGH
CVE-2021-31412,1,4.3 MEDIUM
CVE-2021-3142,0,
CVE-2021-31439,1,8.8 HIGH
CVE-2021-3144,1,9.1 CRITICAL
CVE-2021-31440,1,7.0 HIGH
CVE-2021-3148,1,9.8 CRITICAL
CVE-2021-3149,1,7.2 HIGH
CVE-2021-31522,1,9.8 CRITICAL
CVE-2021-31523,1,7.8 HIGH
CVE-2021-31525,1,5.9 MEDIUM
CVE-2021-31535,1,9.8 CRITICAL
CVE-2021-31542,1,7.5 HIGH
CVE-2021-31545,1,5.3 MEDIUM
CVE-2021-31546,1,4.3 MEDIUM
CVE-2021-31547,1,4.3 MEDIUM
CVE-2021-31548,1,6.5 MEDIUM
CVE-2021-31549,1,4.3 MEDIUM
CVE-2021-3155,1,5.5 MEDIUM
CVE-2021-31550,1,5.4 MEDIUM
CVE-2021-31551,1,6.1 MEDIUM
CVE-2021-31552,1,5.4 MEDIUM
CVE-2021-31553,1,6.5 MEDIUM
CVE-2021-31554,1,5.4 MEDIUM
CVE-2021-31555,1,7.5 HIGH
CVE-2021-31556,1,9.8 CRITICAL
CVE-2021-3156,1,7.8 HIGH
CVE-2021-31566,1,7.8 HIGH
CVE-2021-31597,1,9.4 CRITICAL
CVE-2021-31598,1,7.5 HIGH
CVE-2021-31603,0,
CVE-2021-31607,1,7.8 HIGH
CVE-2021-31618,1,7.5 HIGH
CVE-2021-3162,1,7.8 HIGH
CVE-2021-3163,1,6.1 MEDIUM
CVE-2021-31635,1,9.8 CRITICAL
CVE-2021-31649,1,9.8 CRITICAL
CVE-2021-31671,1,7.5 HIGH
CVE-2021-31684,1,7.5 HIGH
CVE-2021-31712,1,5.4 MEDIUM
CVE-2021-3177,1,9.8 CRITICAL
CVE-2021-31777,1,4.9 MEDIUM
CVE-2021-31778,1,5.4 MEDIUM
CVE-2021-31779,1,6.4 MEDIUM
CVE-2021-3178,1,6.5 MEDIUM
CVE-2021-31792,1,5.4 MEDIUM
CVE-2021-31799,1,7.0 HIGH
CVE-2021-31800,1,9.8 CRITICAL
CVE-2021-31804,1,5.5 MEDIUM
CVE-2021-31805,1,9.8 CRITICAL
CVE-2021-31806,1,6.5 MEDIUM
CVE-2021-31807,1,6.5 MEDIUM
CVE-2021-31808,1,6.5 MEDIUM
CVE-2021-3181,1,6.5 MEDIUM
CVE-2021-31810,1,5.8 MEDIUM
CVE-2021-31811,1,5.5 MEDIUM
CVE-2021-31812,1,5.5 MEDIUM
CVE-2021-31819,1,9.8 CRITICAL
CVE-2021-31826,1,7.5 HIGH
CVE-2021-31829,1,5.5 MEDIUM
CVE-2021-3185,1,9.8 CRITICAL
CVE-2021-31855,1,6.5 MEDIUM
CVE-2021-31863,1,7.5 HIGH
CVE-2021-31864,1,5.3 MEDIUM
CVE-2021-31865,1,5.3 MEDIUM
CVE-2021-31866,1,5.3 MEDIUM
CVE-2021-31870,1,9.8 CRITICAL
CVE-2021-31871,1,7.5 HIGH
CVE-2021-31872,1,9.8 CRITICAL
CVE-2021-31873,1,9.8 CRITICAL
CVE-2021-31879,1,6.1 MEDIUM
CVE-2021-3188,1,9.8 CRITICAL
CVE-2021-3189,1,6.1 MEDIUM
CVE-2021-3190,1,9.8 CRITICAL
CVE-2021-31916,1,6.7 MEDIUM
CVE-2021-31919,1,7.5 HIGH
CVE-2021-31920,1,6.5 MEDIUM
CVE-2021-31921,1,9.8 CRITICAL
CVE-2021-31924,1,6.8 MEDIUM
CVE-2021-3195,1,7.5 HIGH
CVE-2021-31957,1,7.5 HIGH
CVE-2021-3197,1,9.8 CRITICAL
CVE-2021-31996,1,7.5 HIGH
CVE-2021-3200,1,3.3 LOW
CVE-2021-32001,1,4.0 MEDIUM
CVE-2021-32012,1,5.5 MEDIUM
CVE-2021-32013,1,5.5 MEDIUM
CVE-2021-32014,1,5.5 MEDIUM
CVE-2021-32027,1,8.8 HIGH
CVE-2021-32028,1,6.5 MEDIUM
CVE-2021-32029,1,6.5 MEDIUM
CVE-2021-32036,1,7.1 HIGH
CVE-2021-32037,1,4.0 MEDIUM
CVE-2021-32039,1,2.1 LOW
CVE-2021-32040,1,7.5 HIGH
CVE-2021-32050,1,7.5 HIGH
CVE-2021-32052,1,6.1 MEDIUM
CVE-2021-32053,1,5.3 MEDIUM
CVE-2021-32055,1,9.1 CRITICAL
CVE-2021-32056,1,4.3 MEDIUM
CVE-2021-32061,1,5.3 MEDIUM
CVE-2021-32062,1,5.3 MEDIUM
CVE-2021-32066,1,7.4 HIGH
CVE-2021-32078,1,7.1 HIGH
CVE-2021-32090,1,9.8 CRITICAL
CVE-2021-32091,1,6.1 MEDIUM
CVE-2021-32106,1,5.4 MEDIUM
CVE-2021-32132,1,5.5 MEDIUM
CVE-2021-32134,1,5.5 MEDIUM
CVE-2021-32135,1,5.5 MEDIUM
CVE-2021-32136,1,7.8 HIGH
CVE-2021-32137,1,5.5 MEDIUM
CVE-2021-32138,1,5.5 MEDIUM
CVE-2021-32139,1,5.5 MEDIUM
CVE-2021-32142,1,7.8 HIGH
CVE-2021-32163,1,9.8 CRITICAL
CVE-2021-3223,1,7.5 HIGH
CVE-2021-32244,1,5.4 MEDIUM
CVE-2021-32245,1,5.4 MEDIUM
CVE-2021-32256,1,6.5 MEDIUM
CVE-2021-32268,1,7.8 HIGH
CVE-2021-32269,1,5.5 MEDIUM
CVE-2021-32270,1,5.5 MEDIUM
CVE-2021-32271,1,7.8 HIGH
CVE-2021-32272,1,7.8 HIGH
CVE-2021-32273,1,7.8 HIGH
CVE-2021-32274,1,7.8 HIGH
CVE-2021-32275,1,5.5 MEDIUM
CVE-2021-32276,1,5.5 MEDIUM
CVE-2021-32277,1,7.8 HIGH
CVE-2021-32278,1,7.8 HIGH
CVE-2021-32280,1,5.5 MEDIUM
CVE-2021-32286,1,7.8 HIGH
CVE-2021-32292,1,9.8 CRITICAL
CVE-2021-32294,1,8.8 HIGH
CVE-2021-32297,1,8.8 HIGH
CVE-2021-3236,1,5.5 MEDIUM
CVE-2021-32399,1,7.0 HIGH
CVE-2021-32419,1,5.3 MEDIUM
CVE-2021-32420,1,7.5 HIGH
CVE-2021-32421,1,7.5 HIGH
CVE-2021-32422,1,7.5 HIGH
CVE-2021-32434,1,5.5 MEDIUM
CVE-2021-32435,1,5.5 MEDIUM
CVE-2021-32436,1,6.5 MEDIUM
CVE-2021-32437,1,5.5 MEDIUM
CVE-2021-32438,1,5.5 MEDIUM
CVE-2021-32439,1,7.8 HIGH
CVE-2021-32440,1,5.5 MEDIUM
CVE-2021-3246,1,8.8 HIGH
CVE-2021-32470,1,6.1 MEDIUM
CVE-2021-32472,1,4.3 MEDIUM
CVE-2021-32473,1,5.3 MEDIUM
CVE-2021-32474,1,7.2 HIGH
CVE-2021-32475,1,5.4 MEDIUM
CVE-2021-32476,1,7.5 HIGH
CVE-2021-32477,1,4.3 MEDIUM
CVE-2021-32478,1,6.1 MEDIUM
CVE-2021-32490,1,7.8 HIGH
CVE-2021-32491,1,7.8 HIGH
CVE-2021-32492,1,7.8 HIGH
CVE-2021-32493,1,7.8 HIGH
CVE-2021-32546,1,8.8 HIGH
CVE-2021-32547,1,5.5 MEDIUM
CVE-2021-32548,1,5.5 MEDIUM
CVE-2021-32549,1,5.5 MEDIUM
CVE-2021-32550,1,5.5 MEDIUM
CVE-2021-32551,1,5.5 MEDIUM
CVE-2021-32552,1,5.5 MEDIUM
CVE-2021-32553,1,5.5 MEDIUM
CVE-2021-32554,1,5.5 MEDIUM
CVE-2021-32555,1,5.5 MEDIUM
CVE-2021-32556,1,3.3 LOW
CVE-2021-32557,1,7.1 HIGH
CVE-2021-32558,1,7.5 HIGH
CVE-2021-32559,1,6.5 MEDIUM
CVE-2021-32561,1,6.1 MEDIUM
CVE-2021-32563,1,9.8 CRITICAL
CVE-2021-32565,1,7.5 HIGH
CVE-2021-32566,1,7.5 HIGH
CVE-2021-32567,1,7.5 HIGH
CVE-2021-32574,1,7.5 HIGH
CVE-2021-32575,1,6.5 MEDIUM
CVE-2021-32606,1,7.8 HIGH
CVE-2021-32609,1,5.4 MEDIUM
CVE-2021-32610,1,7.1 HIGH
CVE-2021-32611,1,7.5 HIGH
CVE-2021-32613,1,5.5 MEDIUM
CVE-2021-32614,1,7.1 HIGH
CVE-2021-32617,1,5.5 MEDIUM
CVE-2021-32618,1,6.1 MEDIUM
CVE-2021-32619,1,7.5 HIGH
CVE-2021-32620,1,4.0 MEDIUM
CVE-2021-32621,1,6.5 MEDIUM
CVE-2021-32622,1,7.8 HIGH
CVE-2021-32623,1,6.5 MEDIUM
CVE-2021-32624,1,5.3 MEDIUM
CVE-2021-32625,1,8.8 HIGH
CVE-2021-32626,1,8.8 HIGH
CVE-2021-32627,1,6.0 MEDIUM
CVE-2021-32628,1,6.0 MEDIUM
CVE-2021-32629,1,8.8 HIGH
CVE-2021-32633,1,8.8 HIGH
CVE-2021-32635,1,6.8 MEDIUM
CVE-2021-32637,1,7.5 HIGH
CVE-2021-32640,1,5.0 MEDIUM
CVE-2021-32641,1,6.1 MEDIUM
CVE-2021-32642,1,9.4 CRITICAL
CVE-2021-32643,1,5.0 MEDIUM
CVE-2021-32645,1,6.1 MEDIUM
CVE-2021-32648,1,9.1 CRITICAL
CVE-2021-32649,1,6.5 MEDIUM
CVE-2021-32650,1,6.5 MEDIUM
CVE-2021-32659,1,4.9 MEDIUM
CVE-2021-32660,1,8.1 HIGH
CVE-2021-32661,1,7.3 HIGH
CVE-2021-32662,1,3.5 LOW
CVE-2021-32667,1,5.4 MEDIUM
CVE-2021-32668,1,4.8 MEDIUM
CVE-2021-32669,1,5.4 MEDIUM
CVE-2021-32670,1,6.1 MEDIUM
CVE-2021-32671,1,4.3 MEDIUM
CVE-2021-32672,1,4.3 MEDIUM
CVE-2021-32673,1,9.8 CRITICAL
CVE-2021-32674,1,6.5 MEDIUM
CVE-2021-32675,1,5.0 MEDIUM
CVE-2021-32677,1,8.1 HIGH
CVE-2021-32681,1,3.5 LOW
CVE-2021-32682,1,7.5 HIGH
CVE-2021-32684,1,5.5 MEDIUM
CVE-2021-32685,1,7.5 HIGH
CVE-2021-32686,1,4.3 MEDIUM
CVE-2021-32687,1,6.0 MEDIUM
CVE-2021-32690,1,8.6 HIGH
CVE-2021-32691,1,9.8 CRITICAL
CVE-2021-32693,1,8.8 HIGH
CVE-2021-32696,1,5.3 MEDIUM
CVE-2021-32697,1,5.3 MEDIUM
CVE-2021-32699,1,2.1 LOW
CVE-2021-32701,1,4.3 MEDIUM
CVE-2021-32702,1,6.1 MEDIUM
CVE-2021-32708,1,8.1 HIGH
CVE-2021-32709,1,4.0 MEDIUM
CVE-2021-3271,1,4.8 MEDIUM
CVE-2021-32710,1,7.5 HIGH
CVE-2021-32711,1,7.5 HIGH
CVE-2021-32712,1,5.0 MEDIUM
CVE-2021-32713,1,3.5 LOW
CVE-2021-32714,1,9.1 CRITICAL
CVE-2021-32715,1,5.3 MEDIUM
CVE-2021-32716,1,4.9 MEDIUM
CVE-2021-32717,1,5.0 MEDIUM
CVE-2021-32718,1,5.4 MEDIUM
CVE-2021-32719,1,4.8 MEDIUM
CVE-2021-3272,1,5.5 MEDIUM
CVE-2021-32720,1,5.0 MEDIUM
CVE-2021-32721,1,6.1 MEDIUM
CVE-2021-32723,1,6.5 MEDIUM
CVE-2021-32728,1,4.0 MEDIUM
CVE-2021-32729,1,5.4 MEDIUM
CVE-2021-32730,1,4.3 MEDIUM
CVE-2021-32731,1,5.0 MEDIUM
CVE-2021-32732,1,6.5 MEDIUM
CVE-2021-32735,1,5.4 MEDIUM
CVE-2021-32736,1,5.0 MEDIUM
CVE-2021-32737,1,4.8 MEDIUM
CVE-2021-32738,1,4.0 MEDIUM
CVE-2021-32739,1,6.5 MEDIUM
CVE-2021-32740,1,5.0 MEDIUM
CVE-2021-32742,1,9.1 CRITICAL
CVE-2021-32743,1,6.5 MEDIUM
CVE-2021-32746,1,3.5 LOW
CVE-2021-32747,1,6.5 MEDIUM
CVE-2021-32749,1,8.1 HIGH
CVE-2021-32751,1,8.5 HIGH
CVE-2021-32752,1,4.9 MEDIUM
CVE-2021-32758,1,9.0 HIGH
CVE-2021-32759,1,6.5 MEDIUM
CVE-2021-32760,1,6.3 MEDIUM
CVE-2021-32761,1,6.0 MEDIUM
CVE-2021-32762,1,8.8 HIGH
CVE-2021-32763,1,6.5 MEDIUM
CVE-2021-32764,1,5.4 MEDIUM
CVE-2021-32765,1,6.5 MEDIUM
CVE-2021-32767,1,6.5 MEDIUM
CVE-2021-32768,1,4.3 MEDIUM
CVE-2021-32769,1,5.0 MEDIUM
CVE-2021-32770,1,5.0 MEDIUM
CVE-2021-32773,1,7.5 HIGH
CVE-2021-32777,1,8.3 HIGH
CVE-2021-32778,1,7.5 HIGH
CVE-2021-32779,1,8.3 HIGH
CVE-2021-32780,1,7.5 HIGH
CVE-2021-32781,1,7.5 HIGH
CVE-2021-32783,1,5.5 MEDIUM
CVE-2021-32785,1,7.5 HIGH
CVE-2021-32786,1,6.1 MEDIUM
CVE-2021-32788,1,4.0 MEDIUM
CVE-2021-32791,1,4.3 MEDIUM
CVE-2021-32792,1,6.1 MEDIUM
CVE-2021-32796,1,5.3 MEDIUM
CVE-2021-32797,1,9.6 CRITICAL
CVE-2021-32798,1,9.6 CRITICAL
CVE-2021-32803,1,8.1 HIGH
CVE-2021-32804,1,8.1 HIGH
CVE-2021-32805,1,6.1 MEDIUM
CVE-2021-32806,1,6.1 MEDIUM
CVE-2021-32807,1,7.2 HIGH
CVE-2021-32808,1,5.4 MEDIUM
CVE-2021-32809,1,5.4 MEDIUM
CVE-2021-3281,1,5.3 MEDIUM
CVE-2021-32810,1,6.8 MEDIUM
CVE-2021-32811,1,7.2 HIGH
CVE-2021-32813,1,8.1 HIGH
CVE-2021-32815,1,4.3 MEDIUM
